year,state,month,number,date
2010,Amapa,Nov,339,1/1/2010
2011,Amapa,Nov,282,1/1/2011
2012,Amapa,Nov,969,1/1/2012
2013,Amapa,Nov,341,1/1/2013
2014,Amapa,Nov,484,1/1/2014
2015,Amapa,Nov,1.3,1/1/2015
2016,Amapa,Nov,1.161,1/1/2016
2017,Amapa,Nov,858,1/1/2017
1998,Amapa,Dec,84,1/1/1998
1999,Amapa,Dec,41,1/1/1999
2000,Amapa,Dec,30,1/1/2000
2001,Amapa,Dec,593,1/1/2001
2002,Amapa,Dec,200,1/1/2002
2003,Amapa,Dec,411,1/1/2003
2004,Amapa,Dec,777,1/1/2004
2005,Amapa,Dec,38,1/1/2005
2006,Amapa,Dec,74,1/1/2006
2007,Amapa,Dec,14,1/1/2007
2008,Amapa,Dec,32,1/1/2008
2009,Amapa,Dec,123,1/1/2009
2010,Amapa,Dec,43,1/1/2010
2011,Amapa,Dec,360,1/1/2011
2012,Amapa,Dec,422,1/1/2012
2013,Amapa,Dec,148,1/1/2013
2014,Amapa,Dec,354,1/1/2014
2015,Amapa,Dec,269,1/1/2015
2016,Amapa,Dec,491,1/1/2016
1998,Amazonas,Jan,0,1/1/1998
1999,Amazonas,Jan,3,1/1/1999
2000,Amazonas,Jan,7,1/1/2000
2001,Amazonas,Jan,3,1/1/2001
2002,Amazonas,Jan,17,1/1/2002
2003,Amazonas,Jan,158,1/1/2003
2004,Amazonas,Jan,123,1/1/2004
2005,Amazonas,Jan,44,1/1/2005
2006,Amazonas,Jan,20,1/1/2006
2007,Amazonas,Jan,37,1/1/2007
2008,Amazonas,Jan,16,1/1/2008
2009,Amazonas,Jan,9,1/1/2009
2010,Amazonas,Jan,82,1/1/2010
2011,Amazonas,Jan,53,1/1/2011
2012,Amazonas,Jan,6,1/1/2012
2013,Amazonas,Jan,37,1/1/2013
2014,Amazonas,Jan,46,1/1/2014
2015,Amazonas,Jan,35,1/1/2015
2016,Amazonas,Jan,770,1/1/2016
2017,Amazonas,Jan,65,1/1/2017
1998,Amazonas,Feb,0,1/1/1998
1999,Amazonas,Feb,43,1/1/1999
2000,Amazonas,Feb,62,1/1/2000
2001,Amazonas,Feb,8,1/1/2001
2002,Amazonas,Feb,2,1/1/2002
2003,Amazonas,Feb,62,1/1/2003
2004,Amazonas,Feb,92,1/1/2004
2005,Amazonas,Feb,6,1/1/2005
2006,Amazonas,Feb,10,1/1/2006
2007,Amazonas,Feb,92,1/1/2007
2008,Amazonas,Feb,32,1/1/2008
2009,Amazonas,Feb,3,1/1/2009
2010,Amazonas,Feb,81,1/1/2010
2011,Amazonas,Feb,30,1/1/2011
2012,Amazonas,Feb,25,1/1/2012
2013,Amazonas,Feb,16,1/1/2013
2014,Amazonas,Feb,49,1/1/2014
2015,Amazonas,Feb,107,1/1/2015
2016,Amazonas,Feb,275,1/1/2016
2017,Amazonas,Feb,52,1/1/2017
1998,Amazonas,March,0,1/1/1998
1999,Amazonas,March,7,1/1/1999
2000,Amazonas,March,69,1/1/2000
2001,Amazonas,March,6,1/1/2001
2002,Amazonas,March,5,1/1/2002
2003,Amazonas,March,64,1/1/2003
2004,Amazonas,March,6,1/1/2004
2005,Amazonas,March,12,1/1/2005
2006,Amazonas,March,20,1/1/2006
2007,Amazonas,March,6,1/1/2007
2008,Amazonas,March,10,1/1/2008
2009,Amazonas,March,11,1/1/2009
2010,Amazonas,March,116,1/1/2010
2011,Amazonas,March,49,1/1/2011
2012,Amazonas,March,17,1/1/2012
2013,Amazonas,March,49,1/1/2013
2014,Amazonas,March,50,1/1/2014
2015,Amazonas,March,46,1/1/2015
2016,Amazonas,March,140,1/1/2016
2017,Amazonas,March,45,1/1/2017
1998,Amazonas,April,0,1/1/1998
1999,Amazonas,April,2,1/1/1999
2000,Amazonas,April,18,1/1/2000
2001,Amazonas,April,1,1/1/2001
2002,Amazonas,April,2,1/1/2002
2003,Amazonas,April,11,1/1/2003
2004,Amazonas,April,4,1/1/2004
2005,Amazonas,April,5,1/1/2005
2006,Amazonas,April,5,1/1/2006
2007,Amazonas,April,0,1/1/2007
2008,Amazonas,April,13,1/1/2008
2009,Amazonas,April,1,1/1/2009
2010,Amazonas,April,11,1/1/2010
2011,Amazonas,April,5,1/1/2011
2012,Amazonas,April,3,1/1/2012
2013,Amazonas,April,20,1/1/2013
2014,Amazonas,April,25,1/1/2014
2015,Amazonas,April,24,1/1/2015
2016,Amazonas,April,22,1/1/2016
2017,Amazonas,April,20,1/1/2017
1998,Amazonas,May,0,1/1/1998
1999,Amazonas,May,0,1/1/1999
2000,Amazonas,May,51,1/1/2000
2001,Amazonas,May,0,1/1/2001
2002,Amazonas,May,8,1/1/2002
2003,Amazonas,May,2,1/1/2003
2004,Amazonas,May,0,1/1/2004
2005,Amazonas,May,8,1/1/2005
2006,Amazonas,May,4,1/1/2006
2007,Amazonas,May,0,1/1/2007
2008,Amazonas,May,1,1/1/2008
2009,Amazonas,May,3,1/1/2009
2010,Amazonas,May,13,1/1/2010
2011,Amazonas,May,6,1/1/2011
2012,Amazonas,May,12,1/1/2012
2013,Amazonas,May,19,1/1/2013
2014,Amazonas,May,12,1/1/2014
2015,Amazonas,May,10,1/1/2015
2016,Amazonas,May,30,1/1/2016
2017,Amazonas,May,40,1/1/2017
1998,Amazonas,June,2,1/1/1998
1999,Amazonas,June,7,1/1/1999
2000,Amazonas,June,6,1/1/2000
2001,Amazonas,June,5,1/1/2001
2002,Amazonas,June,5,1/1/2002
2003,Amazonas,June,3,1/1/2003
2004,Amazonas,June,12,1/1/2004
2005,Amazonas,June,78,1/1/2005
2006,Amazonas,June,9,1/1/2006
2007,Amazonas,June,23,1/1/2007
2008,Amazonas,June,7,1/1/2008
2009,Amazonas,June,13,1/1/2009
2010,Amazonas,June,9,1/1/2010
2011,Amazonas,June,22,1/1/2011
2012,Amazonas,June,45,1/1/2012
2013,Amazonas,June,56,1/1/2013
2014,Amazonas,June,74,1/1/2014
2015,Amazonas,June,33,1/1/2015
2016,Amazonas,June,90,1/1/2016
2017,Amazonas,June,119,1/1/2017
1998,Amazonas,July,71,1/1/1998
1999,Amazonas,July,11,1/1/1999
2000,Amazonas,July,39,1/1/2000
2001,Amazonas,July,9,1/1/2001
2002,Amazonas,July,146,1/1/2002
2003,Amazonas,July,180,1/1/2003
2004,Amazonas,July,177,1/1/2004
2005,Amazonas,July,676,1/1/2005
2006,Amazonas,July,123,1/1/2006
2007,Amazonas,July,116,1/1/2007
2008,Amazonas,July,108,1/1/2008
2009,Amazonas,July,199,1/1/2009
2010,Amazonas,July,640,1/1/2010
2011,Amazonas,July,271,1/1/2011
2012,Amazonas,July,234,1/1/2012
2013,Amazonas,July,248,1/1/2013
2014,Amazonas,July,202,1/1/2014
2015,Amazonas,July,356,1/1/2015
2016,Amazonas,July,1.137,1/1/2016
2017,Amazonas,July,1.975,1/1/2017
1998,Amazonas,Aug,321,1/1/1998
1999,Amazonas,Aug,259,1/1/1999
2000,Amazonas,Aug,180,1/1/2000
2001,Amazonas,Aug,501,1/1/2001
2002,Amazonas,Aug,741,1/1/2002
2003,Amazonas,Aug,1.867,1/1/2003
2004,Amazonas,Aug,1.207,1/1/2004
2005,Amazonas,Aug,2.316,1/1/2005
2006,Amazonas,Aug,1.422,1/1/2006
2007,Amazonas,Aug,2.241,1/1/2007
2008,Amazonas,Aug,861,1/1/2008
2009,Amazonas,Aug,1.321,1/1/2009
2010,Amazonas,Aug,3.727,1/1/2010
2011,Amazonas,Aug,1.243,1/1/2011
2012,Amazonas,Aug,3.011,1/1/2012
2013,Amazonas,Aug,1.276,1/1/2013
2014,Amazonas,Aug,3.852,1/1/2014
2015,Amazonas,Aug,4.564,1/1/2015
2016,Amazonas,Aug,3.611,1/1/2016
2017,Amazonas,Aug,6.316,1/1/2017
1998,Amazonas,Sept,267,1/1/1998
1999,Amazonas,Sept,216,1/1/1999
2000,Amazonas,Sept,189,1/1/2000
2001,Amazonas,Sept,166,1/1/2001
2002,Amazonas,Sept,928,1/1/2002
2003,Amazonas,Sept,1.401,1/1/2003
2004,Amazonas,Sept,911,1/1/2004
2005,Amazonas,Sept,2.812,1/1/2005
2006,Amazonas,Sept,2.218,1/1/2006
2007,Amazonas,Sept,1.36,1/1/2007
2008,Amazonas,Sept,998,1/1/2008
2009,Amazonas,Sept,3.091,1/1/2009
2010,Amazonas,Sept,2.781,1/1/2010
2011,Amazonas,Sept,1.295,1/1/2011
2012,Amazonas,Sept,2.392,1/1/2012
2013,Amazonas,Sept,1.739,1/1/2013
2014,Amazonas,Sept,3.057,1/1/2014
2015,Amazonas,Sept,5.882,1/1/2015
2016,Amazonas,Sept,3.119,1/1/2016
2017,Amazonas,Sept,4.033,1/1/2017
1998,Amazonas,Oct,83,1/1/1998
1999,Amazonas,Oct,479,1/1/1999
2000,Amazonas,Oct,145,1/1/2000
2001,Amazonas,Oct,332,1/1/2001
2002,Amazonas,Oct,695,1/1/2002
2003,Amazonas,Oct,725,1/1/2003
2004,Amazonas,Oct,710,1/1/2004
2005,Amazonas,Oct,545,1/1/2005
2006,Amazonas,Oct,721,1/1/2006
2007,Amazonas,Oct,215,1/1/2007
2008,Amazonas,Oct,632,1/1/2008
2009,Amazonas,Oct,2.189,1/1/2009
2010,Amazonas,Oct,889,1/1/2010
2011,Amazonas,Oct,694,1/1/2011
2012,Amazonas,Oct,1.238,1/1/2012
2013,Amazonas,Oct,1.202,1/1/2013
2014,Amazonas,Oct,952,1/1/2014
2015,Amazonas,Oct,2.494,1/1/2015
2016,Amazonas,Oct,2.105,1/1/2016
2017,Amazonas,Oct,1.581,1/1/2017
1998,Amazonas,Nov,6,1/1/1998
1999,Amazonas,Nov,32,1/1/1999
2000,Amazonas,Nov,27,1/1/2000
2001,Amazonas,Nov,244,1/1/2001
2002,Amazonas,Nov,259,1/1/2002
2003,Amazonas,Nov,169,1/1/2003
2004,Amazonas,Nov,209,1/1/2004
2005,Amazonas,Nov,261,1/1/2005
2006,Amazonas,Nov,59,1/1/2006
2007,Amazonas,Nov,90,1/1/2007
2008,Amazonas,Nov,39,1/1/2008
2009,Amazonas,Nov,973,1/1/2009
2010,Amazonas,Nov,354,1/1/2010
2011,Amazonas,Nov,399,1/1/2011
2012,Amazonas,Nov,682,1/1/2012
2013,Amazonas,Nov,220,1/1/2013
2014,Amazonas,Nov,676,1/1/2014
2015,Amazonas,Nov,1.054,1/1/2015
2016,Amazonas,Nov,591,1/1/2016
2017,Amazonas,Nov,552,1/1/2017
1998,Amazonas,Dec,196,1/1/1998
1999,Amazonas,Dec,2,1/1/1999
2000,Amazonas,Dec,60,1/1/2000
2001,Amazonas,Dec,22,1/1/2001
2002,Amazonas,Dec,44,1/1/2002
2003,Amazonas,Dec,147,1/1/2003
2004,Amazonas,Dec,53,1/1/2004
2005,Amazonas,Dec,17,1/1/2005
2006,Amazonas,Dec,23,1/1/2006
2007,Amazonas,Dec,7,1/1/2007
2008,Amazonas,Dec,0,1/1/2008
2009,Amazonas,Dec,102,1/1/2009
2010,Amazonas,Dec,123,1/1/2010
2011,Amazonas,Dec,121,1/1/2011
2012,Amazonas,Dec,80,1/1/2012
2013,Amazonas,Dec,236,1/1/2013
2014,Amazonas,Dec,293,1/1/2014
2015,Amazonas,Dec,565,1/1/2015
2016,Amazonas,Dec,133,1/1/2016
1998,Bahia,Jan,0,1/1/1998
1999,Bahia,Jan,114,1/1/1999
2000,Bahia,Jan,31,1/1/2000
2001,Bahia,Jan,24,1/1/2001
2002,Bahia,Jan,125,1/1/2002
2003,Bahia,Jan,439,1/1/2003
2004,Bahia,Jan,158,1/1/2004
2005,Bahia,Jan,303,1/1/2005
2006,Bahia,Jan,225,1/1/2006
2007,Bahia,Jan,373,1/1/2007
2008,Bahia,Jan,314,1/1/2008
2009,Bahia,Jan,177,1/1/2009
2010,Bahia,Jan,297,1/1/2010
2011,Bahia,Jan,101,1/1/2011
2012,Bahia,Jan,179,1/1/2012
2013,Bahia,Jan,125,1/1/2013
2014,Bahia,Jan,132,1/1/2014
2015,Bahia,Jan,256,1/1/2015
2016,Bahia,Jan,285,1/1/2016
2017,Bahia,Jan,154,1/1/2017
1998,Bahia,Feb,0,1/1/1998
1999,Bahia,Feb,157,1/1/1999
2000,Bahia,Feb,32,1/1/2000
2001,Bahia,Feb,101,1/1/2001
2002,Bahia,Feb,204,1/1/2002
2003,Bahia,Feb,223,1/1/2003
2004,Bahia,Feb,122,1/1/2004
2005,Bahia,Feb,143,1/1/2005
2006,Bahia,Feb,277,1/1/2006
2007,Bahia,Feb,113,1/1/2007
2008,Bahia,Feb,235,1/1/2008
2009,Bahia,Feb,117,1/1/2009
2010,Bahia,Feb,206,1/1/2010
2011,Bahia,Feb,156,1/1/2011
2012,Bahia,Feb,200,1/1/2012
2013,Bahia,Feb,231,1/1/2013
2014,Bahia,Feb,107,1/1/2014
2015,Bahia,Feb,143,1/1/2015
2016,Bahia,Feb,418,1/1/2016
2017,Bahia,Feb,100,1/1/2017
1998,Bahia,March,0,1/1/1998
1999,Bahia,March,83,1/1/1999
2000,Bahia,March,65,1/1/2000
2001,Bahia,March,4,1/1/2001
2002,Bahia,March,146,1/1/2002
2003,Bahia,March,274,1/1/2003
2004,Bahia,March,115,1/1/2004
2005,Bahia,March,158,1/1/2005
2006,Bahia,March,199,1/1/2006
2007,Bahia,March,141,1/1/2007
2008,Bahia,March,135,1/1/2008
2009,Bahia,March,249,1/1/2009
2010,Bahia,March,156,1/1/2010
2011,Bahia,March,90,1/1/2011
2012,Bahia,March,404,1/1/2012
2013,Bahia,March,363,1/1/2013
2014,Bahia,March,148,1/1/2014
2015,Bahia,March,229,1/1/2015
2016,Bahia,March,281,1/1/2016
2017,Bahia,March,163,1/1/2017
1998,Bahia,April,0,1/1/1998
1999,Bahia,April,55,1/1/1999
2000,Bahia,April,23,1/1/2000
2001,Bahia,April,26,1/1/2001
2002,Bahia,April,110,1/1/2002
2003,Bahia,April,376,1/1/2003
2004,Bahia,April,89,1/1/2004
2005,Bahia,April,76,1/1/2005
2006,Bahia,April,60,1/1/2006
2007,Bahia,April,64,1/1/2007
2008,Bahia,April,151,1/1/2008
2009,Bahia,April,40,1/1/2009
2010,Bahia,April,103,1/1/2010
2011,Bahia,April,149,1/1/2011
2012,Bahia,April,396,1/1/2012
2013,Bahia,April,108,1/1/2013
2014,Bahia,April,183,1/1/2014
2015,Bahia,April,190,1/1/2015
2016,Bahia,April,217,1/1/2016
2017,Bahia,April,94,1/1/2017
1998,Bahia,May,0,1/1/1998
1999,Bahia,May,76,1/1/1999
2000,Bahia,May,71,1/1/2000
2001,Bahia,May,85,1/1/2001
2002,Bahia,May,166,1/1/2002
2003,Bahia,May,106,1/1/2003
2004,Bahia,May,124,1/1/2004
2005,Bahia,May,120,1/1/2005
2006,Bahia,May,43,1/1/2006
2007,Bahia,May,161,1/1/2007
2008,Bahia,May,56,1/1/2008
2009,Bahia,May,34,1/1/2009
2010,Bahia,May,198,1/1/2010
2011,Bahia,May,189,1/1/2011
2012,Bahia,May,326,1/1/2012
2013,Bahia,May,141,1/1/2013
2014,Bahia,May,224,1/1/2014
2015,Bahia,May,144,1/1/2015
2016,Bahia,May,259,1/1/2016
2017,Bahia,May,121,1/1/2017
1998,Bahia,June,55,1/1/1998
1999,Bahia,June,64,1/1/1999
2000,Bahia,June,178,1/1/2000
2001,Bahia,June,98,1/1/2001
2002,Bahia,June,118,1/1/2002
2003,Bahia,June,140,1/1/2003
2004,Bahia,June,289,1/1/2004
2005,Bahia,June,211,1/1/2005
2006,Bahia,June,68,1/1/2006
2007,Bahia,June,270,1/1/2007
2008,Bahia,June,72,1/1/2008
2009,Bahia,June,92,1/1/2009
2010,Bahia,June,192,1/1/2010
2011,Bahia,June,345,1/1/2011
2012,Bahia,June,385,1/1/2012
2013,Bahia,June,208,1/1/2013
2014,Bahia,June,243,1/1/2014
2015,Bahia,June,242,1/1/2015
2016,Bahia,June,416,1/1/2016
2017,Bahia,June,329,1/1/2017
1998,Bahia,July,219,1/1/1998
1999,Bahia,July,107,1/1/1999
2000,Bahia,July,202,1/1/2000
2001,Bahia,July,248,1/1/2001
2002,Bahia,July,549,1/1/2002
2003,Bahia,July,261,1/1/2003
2004,Bahia,July,310,1/1/2004
2005,Bahia,July,269,1/1/2005
2006,Bahia,July,229,1/1/2006
2007,Bahia,July,811,1/1/2007
2008,Bahia,July,271,1/1/2008
2009,Bahia,July,321,1/1/2009
2010,Bahia,July,519,1/1/2010
2011,Bahia,July,578,1/1/2011
2012,Bahia,July,906,1/1/2012
2013,Bahia,July,362,1/1/2013
2014,Bahia,July,249,1/1/2014
2015,Bahia,July,306,1/1/2015
2016,Bahia,July,345,1/1/2016
2017,Bahia,July,300,1/1/2017
1998,Bahia,Aug,815,1/1/1998
1999,Bahia,Aug,453,1/1/1999
2000,Bahia,Aug,633,1/1/2000
2001,Bahia,Aug,979,1/1/2001
2002,Bahia,Aug,1.827,1/1/2002
2003,Bahia,Aug,1.039,1/1/2003
2004,Bahia,Aug,1.43,1/1/2004
2005,Bahia,Aug,948,1/1/2005
2006,Bahia,Aug,995,1/1/2006
2007,Bahia,Aug,3.734,1/1/2007
2008,Bahia,Aug,611,1/1/2008
2009,Bahia,Aug,439,1/1/2009
2010,Bahia,Aug,2.423,1/1/2010
2011,Bahia,Aug,1.795,1/1/2011
2012,Bahia,Aug,1.835,1/1/2012
2013,Bahia,Aug,610,1/1/2013
2014,Bahia,Aug,674,1/1/2014
2015,Bahia,Aug,829,1/1/2015
2016,Bahia,Aug,724,1/1/2016
2017,Bahia,Aug,1.018,1/1/2017
1998,Bahia,Sept,2.718,1/1/1998
1999,Bahia,Sept,1.275,1/1/1999
2000,Bahia,Sept,2.285,1/1/2000
2001,Bahia,Sept,3.964,1/1/2001
2002,Bahia,Sept,6.439,1/1/2002
2003,Bahia,Sept,8.847,1/1/2003
2004,Bahia,Sept,6.433,1/1/2004
2005,Bahia,Sept,4.066,1/1/2005
2006,Bahia,Sept,3.006,1/1/2006
2007,Bahia,Sept,7.438,1/1/2007
2008,Bahia,Sept,4.837,1/1/2008
2009,Bahia,Sept,3.61,1/1/2009
2010,Bahia,Sept,5.323,1/1/2010
2011,Bahia,Sept,7.086,1/1/2011
2012,Bahia,Sept,7.495,1/1/2012
2013,Bahia,Sept,2.681,1/1/2013
2014,Bahia,Sept,2.604,1/1/2014
2015,Bahia,Sept,7.956,1/1/2015
2016,Bahia,Sept,1.819,1/1/2016
2017,Bahia,Sept,1.791,1/1/2017
1998,Bahia,Oct,1.969,1/1/1998
1999,Bahia,Oct,1.307,1/1/1999
2000,Bahia,Oct,3.35,1/1/2000
2001,Bahia,Oct,1.687,1/1/2001
2002,Bahia,Oct,5.414,1/1/2002
2003,Bahia,Oct,4.264,1/1/2003
2004,Bahia,Oct,4.81,1/1/2004
2005,Bahia,Oct,8.405,1/1/2005
2006,Bahia,Oct,2.079,1/1/2006
2007,Bahia,Oct,4.981,1/1/2007
2008,Bahia,Oct,7.691,1/1/2008
2009,Bahia,Oct,2.552,1/1/2009
2010,Bahia,Oct,5.264,1/1/2010
2011,Bahia,Oct,2.166,1/1/2011
2012,Bahia,Oct,4.607,1/1/2012
2013,Bahia,Oct,1.969,1/1/2013
2014,Bahia,Oct,2.763,1/1/2014
2015,Bahia,Oct,4.989,1/1/2015
2016,Bahia,Oct,1.415,1/1/2016
2017,Bahia,Oct,4.005,1/1/2017
1998,Bahia,Nov,49,1/1/1998
1999,Bahia,Nov,49,1/1/1999
2000,Bahia,Nov,114,1/1/2000
2001,Bahia,Nov,699,1/1/2001
2002,Bahia,Nov,1.02,1/1/2002
2003,Bahia,Nov,533,1/1/2003
2004,Bahia,Nov,1.736,1/1/2004
2005,Bahia,Nov,1.595,1/1/2005
2006,Bahia,Nov,239,1/1/2006
2007,Bahia,Nov,2.126,1/1/2007
2008,Bahia,Nov,3.175,1/1/2008
2009,Bahia,Nov,402,1/1/2009
2010,Bahia,Nov,605,1/1/2010
2011,Bahia,Nov,176,1/1/2011
2012,Bahia,Nov,168,1/1/2012
2013,Bahia,Nov,288,1/1/2013
2014,Bahia,Nov,348,1/1/2014
2015,Bahia,Nov,1.705,1/1/2015
2016,Bahia,Nov,408,1/1/2016
2017,Bahia,Nov,174,1/1/2017
1998,Bahia,Dec,82,1/1/1998
1999,Bahia,Dec,37,1/1/1999
2000,Bahia,Dec,24,1/1/2000
2001,Bahia,Dec,158,1/1/2001
2002,Bahia,Dec,848,1/1/2002
2003,Bahia,Dec,710,1/1/2003
2004,Bahia,Dec,423,1/1/2004
2005,Bahia,Dec,116,1/1/2005
2006,Bahia,Dec,169,1/1/2006
2007,Bahia,Dec,259,1/1/2007
2008,Bahia,Dec,52,1/1/2008
2009,Bahia,Dec,308,1/1/2009
2010,Bahia,Dec,226,1/1/2010
2011,Bahia,Dec,230,1/1/2011
2012,Bahia,Dec,477,1/1/2012
2013,Bahia,Dec,131,1/1/2013
2014,Bahia,Dec,144,1/1/2014
2015,Bahia,Dec,1.408,1/1/2015
2016,Bahia,Dec,164,1/1/2016
1998,Ceara,Jan,0,1/1/1998
1999,Ceara,Jan,47,1/1/1999
2000,Ceara,Jan,1,1/1/2000
2001,Ceara,Jan,11,1/1/2001
2002,Ceara,Jan,33,1/1/2002
2003,Ceara,Jan,264,1/1/2003
2004,Ceara,Jan,143,1/1/2004
2005,Ceara,Jan,384,1/1/2005
2006,Ceara,Jan,211,1/1/2006
2007,Ceara,Jan,304,1/1/2007
2008,Ceara,Jan,166,1/1/2008
2009,Ceara,Jan,347,1/1/2009
2010,Ceara,Jan,288,1/1/2010
2011,Ceara,Jan,32,1/1/2011
2012,Ceara,Jan,273,1/1/2012
2013,Ceara,Jan,103,1/1/2013
2014,Ceara,Jan,115,1/1/2014
2015,Ceara,Jan,207,1/1/2015
2016,Ceara,Jan,100,1/1/2016
2017,Ceara,Jan,91,1/1/2017
1998,Ceara,Feb,0,1/1/1998
1999,Ceara,Feb,16,1/1/1999
2000,Ceara,Feb,6,1/1/2000
2001,Ceara,Feb,0,1/1/2001
2002,Ceara,Feb,75,1/1/2002
2003,Ceara,Feb,9,1/1/2003
2004,Ceara,Feb,5,1/1/2004
2005,Ceara,Feb,25,1/1/2005
2006,Ceara,Feb,23,1/1/2006
2007,Ceara,Feb,3,1/1/2007
2008,Ceara,Feb,12,1/1/2008
2009,Ceara,Feb,8,1/1/2009
2010,Ceara,Feb,63,1/1/2010
2011,Ceara,Feb,2,1/1/2011
2012,Ceara,Feb,41,1/1/2012
2013,Ceara,Feb,49,1/1/2013
2014,Ceara,Feb,18,1/1/2014
2015,Ceara,Feb,25,1/1/2015
2016,Ceara,Feb,13,1/1/2016
2017,Ceara,Feb,9,1/1/2017
1998,Ceara,March,0,1/1/1998
1999,Ceara,March,30,1/1/1999
2000,Ceara,March,9,1/1/2000
2001,Ceara,March,0,1/1/2001
2002,Ceara,March,17,1/1/2002
2003,Ceara,March,3,1/1/2003
2004,Ceara,March,1,1/1/2004
2005,Ceara,March,5,1/1/2005
2006,Ceara,March,3,1/1/2006
2007,Ceara,March,2,1/1/2007
2008,Ceara,March,2,1/1/2008
2009,Ceara,March,3,1/1/2009
2010,Ceara,March,40,1/1/2010
2011,Ceara,March,6,1/1/2011
2012,Ceara,March,10,1/1/2012
2013,Ceara,March,17,1/1/2013
2014,Ceara,March,6,1/1/2014
2015,Ceara,March,20,1/1/2015
2016,Ceara,March,4,1/1/2016
2017,Ceara,March,4,1/1/2017
1998,Ceara,April,0,1/1/1998
1999,Ceara,April,6,1/1/1999
2000,Ceara,April,15,1/1/2000
2001,Ceara,April,2,1/1/2001
2002,Ceara,April,5,1/1/2002
2003,Ceara,April,3,1/1/2003
2004,Ceara,April,2,1/1/2004
2005,Ceara,April,4,1/1/2005
2006,Ceara,April,1,1/1/2006
2007,Ceara,April,1,1/1/2007
2008,Ceara,April,0,1/1/2008
2009,Ceara,April,0,1/1/2009
2010,Ceara,April,7,1/1/2010
2011,Ceara,April,1,1/1/2011
2012,Ceara,April,2,1/1/2012
2013,Ceara,April,4,1/1/2013
2014,Ceara,April,4,1/1/2014
2015,Ceara,April,3,1/1/2015
2016,Ceara,April,10,1/1/2016
2017,Ceara,April,6,1/1/2017
1998,Ceara,May,0,1/1/1998
1999,Ceara,May,5,1/1/1999
2000,Ceara,May,7,1/1/2000
2001,Ceara,May,81,1/1/2001
2002,Ceara,May,10,1/1/2002
2003,Ceara,May,0,1/1/2003
2004,Ceara,May,3,1/1/2004
2005,Ceara,May,1,1/1/2005
2006,Ceara,May,0,1/1/2006
2007,Ceara,May,0,1/1/2007
2008,Ceara,May,0,1/1/2008
2009,Ceara,May,0,1/1/2009
2010,Ceara,May,2,1/1/2010
2011,Ceara,May,0,1/1/2011
2012,Ceara,May,19,1/1/2012
2013,Ceara,May,4,1/1/2013
2014,Ceara,May,4,1/1/2014
2015,Ceara,May,17,1/1/2015
2016,Ceara,May,8,1/1/2016
2017,Ceara,May,9,1/1/2017
1998,Ceara,June,1,1/1/1998
1999,Ceara,June,16,1/1/1999
2000,Ceara,June,16,1/1/2000
2001,Ceara,June,38,1/1/2001
2002,Ceara,June,13,1/1/2002
2003,Ceara,June,2,1/1/2003
2004,Ceara,June,1,1/1/2004
2005,Ceara,June,6,1/1/2005
2006,Ceara,June,0,1/1/2006
2007,Ceara,June,1,1/1/2007
2008,Ceara,June,1,1/1/2008
2009,Ceara,June,0,1/1/2009
2010,Ceara,June,3,1/1/2010
2011,Ceara,June,5,1/1/2011
2012,Ceara,June,28,1/1/2012
2013,Ceara,June,5,1/1/2013
2014,Ceara,June,19,1/1/2014
2015,Ceara,June,22,1/1/2015
2016,Ceara,June,45,1/1/2016
2017,Ceara,June,23,1/1/2017
1998,Ceara,July,76,1/1/1998
1999,Ceara,July,83,1/1/1999
2000,Ceara,July,18,1/1/2000
2001,Ceara,July,146,1/1/2001
2002,Ceara,July,12,1/1/2002
2003,Ceara,July,14,1/1/2003
2004,Ceara,July,16,1/1/2004
2005,Ceara,July,14,1/1/2005
2006,Ceara,July,1,1/1/2006
2007,Ceara,July,11,1/1/2007
2008,Ceara,July,3,1/1/2008
2009,Ceara,July,7,1/1/2009
2010,Ceara,July,44,1/1/2010
2011,Ceara,July,18,1/1/2011
2012,Ceara,July,50,1/1/2012
2013,Ceara,July,4,1/1/2013
2014,Ceara,July,47,1/1/2014
2015,Ceara,July,25,1/1/2015
2016,Ceara,July,124,1/1/2016
2017,Ceara,July,26,1/1/2017
1998,Ceara,Aug,93,1/1/1998
1999,Ceara,Aug,131,1/1/1999
2000,Ceara,Aug,79,1/1/2000
2001,Ceara,Aug,219,1/1/2001
2002,Ceara,Aug,111,1/1/2002
2003,Ceara,Aug,109,1/1/2003
2004,Ceara,Aug,61,1/1/2004
2005,Ceara,Aug,51,1/1/2005
2006,Ceara,Aug,50,1/1/2006
2007,Ceara,Aug,182,1/1/2007
2008,Ceara,Aug,32,1/1/2008
2009,Ceara,Aug,26,1/1/2009
2010,Ceara,Aug,202,1/1/2010
2011,Ceara,Aug,53,1/1/2011
2012,Ceara,Aug,278,1/1/2012
2013,Ceara,Aug,32,1/1/2013
2014,Ceara,Aug,155,1/1/2014
2015,Ceara,Aug,127,1/1/2015
2016,Ceara,Aug,293,1/1/2016
2017,Ceara,Aug,121,1/1/2017
1998,Ceara,Sept,590,1/1/1998
1999,Ceara,Sept,124,1/1/1999
2000,Ceara,Sept,127,1/1/2000
2001,Ceara,Sept,801,1/1/2001
2002,Ceara,Sept,172,1/1/2002
2003,Ceara,Sept,384,1/1/2003
2004,Ceara,Sept,144,1/1/2004
2005,Ceara,Sept,185,1/1/2005
2006,Ceara,Sept,237,1/1/2006
